id,What is your gender?,How old are you?,How would you describe your VISUAL imagery vividness on a scale from 0-10?,How long did you view the Ganzflicker?,Did you view the Ganzflicker with the lights in the room turned off?,Did you view the Ganzflicker on a computer or mobile phone?,How did you find the experience emotionally?,"Did you see anything in the Ganzflicker? If not, confirm by answering ""no"" and then skip to the next section.",Please describe as much as you can remember about what you saw in the Ganzflicker:,About how long did it take before images started to emerge?,About how frequently did you experience images?,"If you saw images, how intense were they?","If you saw images, how long did a single image last?",How did your normal state of consciousness change during the experience?,"If you felt a change in your state of consciousness, please describe how you felt in more detail:","If you saw images, where did they tend to appear on the screen?",screen_the_of_to,red_colors_blue_black,shapes_geometric_patterns_and,flashing_light_flashes_of,it_was_felt_me,lines_patterns_and_vertical,my_eyes_closed_vision,face_faces_saw_and,spinning_spirals_rotating_clockwise,stars_galaxies_galaxy_star,tunnel_through_going_train,dots_spots_some_dark,minutes_for_this_seconds,fractals_fractal_kaleidoscope_patterns,images_were_these_no,noise_white_the_music,forest_trees_tree_the,water_clouds_ocean_surface,space_through_flying_like,spider_web_spiderwebs_webs,eye_an_one_eyes,city_buildings_building_cityscape,nothing_much_not_else,hallway_door_corridor_room,fire_fireworks_flames_explosions,flowers_flower_blooming_lotus,butterfly_wings_butterflies_shadows,trippy_good_hhh_lol,vividness_bin
2847,Male,43,4,10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Distortions (e.g., screen warping or rotating), Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","Mostly distortions and geometric patterns, at one point I saw a multicolored flower bloom.",1-2 minutes,Frequently,"Clear, but not vivid",1-2 seconds,"No change, fully alert in the here and now",,"In the center, All over the screen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999999996,0,0,7-Apr
2858,Female,31,4,10min.,Yes,Mobile phone,"Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)",Mostly geometric shapes  that rotated in spirals. At one point felt I was looking at helicopter blades. Then a few times felt I was looking at a galaxy rotating in space. Once two galaxies collided.,They began to emerge immediately,Constantly,"Weak, faint, or insubstantial, Clear, but not vivid",1-2 seconds,"No change, fully alert in the here and now",I felt anxious.  Eyes hurt. On one hand I enjoyed it and in the other it irritated me. If ny eyes would stop hirting I probably would have felt watching longer ,All over the screen,0.02444601,0.011168281,0.040365802,0.031226648,0.010311357,0.021545524,0.023969962,0.012311958,0.861441071,0.883078735,0.013854119,0.008058106,0.010683538,0.008205761,0.012635987,0.009532489,0.012188129,0.014059744,0.015707377,0.002579353,0.012368496,0.013599544,0.009798092,0.013952175,0.013180432,0.00506339,0.012611189,0.008893113,7-Apr
2863,Male,36,4,10min.,No,Computer,"Unpleasant, wanted it to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)",mostly geometric shapes... moving lines and diamonds,1-2 minutes,Frequently,"Weak, faint, or insubstantial",Persisting several seconds,Became relaxed or sleepy,Became sleepy and it was hard to keep the eyes on screen on several points,All over the screen,1.00E-32,4.77E-35,0.574567594,1.02E-32,4.10E-33,0.164637122,9.35E-33,5.60E-33,1.30E-32,5.61E-33,4.69E-33,6.18E-35,4.25E-33,1.89E-36,5.56E-33,3.80E-33,4.75E-33,5.13E-33,5.01E-33,2.78E-37,5.17E-33,5.33E-33,4.10E-33,4.84E-33,5.57E-33,2.27E-36,6.35E-33,3.78E-33,7-Apr
2864,Female,34,4,10min.,Yes,"iPad, full screen","Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","Mostly green and blue blurs moving across/around the screen, but eventually some tiny chains of hibiscus 🌺 blossoms, a burst of star ⭐️ shapes in a random pattern, the word APPLE in block letters very faintly for a millisecond, stuff like that.  Nothing detailed, nothing long lasting, and everything tinted strongly red-black and flashing like the screen.",1-2 minutes,Infrequently,"Weak, faint, or insubstantial, Clear, but not vivid",Brief moment or flash,Became relaxed or sleepy,"I felt annoyed at first, then kinda relaxed into it and it became almost pleasant except I had to consciously remember to blink.  I was surprised when the white noise ended.  For awhile near the end the screen kept growing vertically, and I felt a little bit like I could tilt forward and fall in, like it was a sci-fi wormhole in space or something, or a kaleidoscope in only two colors.","In the center, In the periphery, All over the screen",0.989275531,5.30E-09,1.06E-07,2.66E-06,1.91E-06,3.85E-08,5.12E-06,1.65E-07,1.03E-07,5.01E-08,4.53E-08,5.20E-09,1.93E-06,5.47E-10,1.31E-07,1.80E-07,4.64E-08,5.09E-08,4.96E-08,1.14E-10,4.20E-07,4.74E-08,1.75E-06,4.81E-08,5.82E-08,5.36E-10,1.63E-07,1.60E-06,7-Apr
2876,Female,69,4,Less than 10min.,No,Computer,"Somewhat unpleasant, but didn't mind going on",Colors other than red and black,Mostly I saw various colors. At one point I saw a lake.,A few seconds,Constantly,"Weak, faint, or insubstantial",Brief moment or flash,"No change, fully alert in the here and now",,In the center,3.15E-221,0.999999998,3.58E-221,3.27E-221,1.60E-221,1.34E-221,3.40E-221,2.01E-221,4.93E-221,1.46E-218,1.35E-219,2.09E-222,1.46E-221,5.05E-223,1.87E-221,1.50E-221,0.264863716,0.313080675,1.60E-219,1.08E-223,1.85E-221,0.200734754,1.42E-221,1.47E-219,2.56E-221,6.43E-223,1.99E-221,1.30E-221,7-Apr
2922,Male,24,4,Less than 10min.,Yes,Computer,"Somewhat enjoyable, but easy to stop","Distortions (e.g., screen warping or rotating), Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex objects (e.g., animals, faces, buildings)","Mostly red and black, a lot of rotation, a lot of feeling like the colours were about to expand from off the screen altogether, occasional snatches of dark blue in which I could (very briefly) make out the shape of a man on a motorcycle, but generally no actual objects, just observing how the screen was contorting and changing and letting it do whatever.",Never really started. ,1 or 2 times in the whole experience,"Weak, faint, or insubstantial",Brief moment or flash,"No change, fully alert in the here and now",,In the periphery,0.052482884,0.016909031,0.056296907,0.044447266,0.016073651,0.039745935,0.044368003,0.017810736,0.037155781,0.017989389,0.016183172,0.023787254,0.016269316,2.15E-188,0.020596559,0.015322183,0.016494785,0.018341115,0.017968973,2.55E-190,0.019754267,0.017154681,0.014663755,0.017413156,0.020803884,9.07E-187,0.01748888,0.013242993,7-Apr
2977,Male,27,4,10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Distortions (e.g., screen warping or rotating), Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Complex objects (e.g., animals, faces, buildings)","Mostly, just a flashing red and black screen. At times, those resolved into grids and circles, or the impression the screen was bulging.

Once, they briefly appeared to be a simplistic image of a fire truck raising a ladder. Once, a butterfly (again, simplistic). Once, a skull.",5-7 minutes,1 or 2 times in the whole experience,"Weak, faint, or insubstantial",1-2 seconds,Somewhat drawn away from my usual mind.,"I felt as though the flashing light wanted me to watch it (to be very clear: I did *not* feel as though I considered it to have a consciousness of its own), or that I felt entirely compelled to do so.

I was also, at the same time, quite bored, but (through a roughly equal mix of wishing to commit to the experiment, and said feeling of compulsion) felt unable to look away, though I did wish that the time would pass faster.

Purely for reference: when I encounter strobe lighting in a theatre, the best description of my mental response I have been able to come up with is ""it feels as though the light is trying to kill me"" - again, not to ascribe it an actual mind, merely that I feel as though it has a great deal of menace and has somehow taken control of *my* mind. I am aware this is not entirely regular, though have not yet been to see a doctor for any diagnosis that might actually make this a useful point of reference to you, as it is a rather manageable state of affairs.",In the center,0.983691326,0.003538827,0.00747829,0.012305378,0.003621729,0.00445472,0.009387296,0.999992979,0.00520543,0.002535855,0.002358686,0.00222499,0.003667807,0.001742692,0.003181233,0.002866946,0.002416766,0.002609223,0.002543549,0.000620359,0.003588835,0.002440993,0.003323601,0.002493874,0.999999996,0.001098868,0.999999997,0.00305866,7-Apr
3048,Female,16,4,10min.,Yes,Computer,"Enjoyable, didn't want it to stop","Distortions (e.g., screen warping or rotating), Colors other than red and black",not much,5-7 minutes,Frequently,"Weak, faint, or insubstantial, Clear, but not vivid",Brief moment or flash,"As if in a dreamlike state, Felt transported to another place, Lost a sense of time, Lost a sense of space","maybe a little hypnotized, do not realized the space ",All over the screen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999999997,0,0,0,0,0,7-Apr
3109,Male,16,4,10min.,No,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","optical illusion type shapes in x or + forms  as well as triangles, squares, or diamonds and near the end the screen looked like a piece of paper wiggling over the screen",A few seconds,Constantly,"Clear, vivid, and/or bright, Very vivid, almost real, or popping out of the screen","Constant, morphing from one image to the next","No change, fully alert in the here and now, Became relaxed or sleepy",I knew I was here but I began to feel tired while staring at the screen,All over the screen,0.945661428,0.001360025,0.0043403,0.006275451,0.002175071,0.002438608,0.005854446,0.001753089,0.003141222,0.001445207,0.001308471,0.001042741,0.002237299,0.000702338,0.001918113,0.001502964,0.001284245,0.001411336,0.001433641,0.000226119,0.002166357,0.001362496,0.0020152,0.001407456,0.001556261,0.000445074,0.001716147,0.001818891,7-Apr
3126,Female,33,4,10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex objects (e.g., animals, faces, buildings)","Other Colours: Pink, Turquoise, Shapes: moving spirals Bodyforms: like stick figures - there were always two stick figures, when I saw them but in diffrent positions. sitten, kneeling, standing and so on. ","They began to emerge immediately, 1-2 minutes",Infrequently,Clear and moderately vivid,Brief moment or flash,"No change, fully alert in the here and now","I felt like I was beeing cross-eyed from time to time. When I felt that, I saw the colours ans shapes.",In the center,0.012694879,0.142658746,0.022192958,0.017676687,0.005563872,0.19354179,0.012598624,0.007248395,0.017872738,0.007249814,0.006777986,0.288735242,0.005779173,0.013306857,0.007286508,0.004989006,0.006150021,0.007026645,0.007497776,9.84E-15,0.006912986,0.00718272,0.005360534,0.007130256,0.006547563,0.007226916,0.007011127,0.004811154,7-Apr
3145,Male,69,4,Less than 10min.,Yes,Mobile phone,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)",patterns,1-2 minutes,Constantly,"Weak, faint, or insubstantial",1-2 seconds,"No change, fully alert in the here and now",,All over the screen,0,0,0,0,0,0.999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7-Apr
3147,Female,55,4,Less than 10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black",Patterns and colors that changed.  Sometimes the screen seemed to expand,1-2 minutes,Constantly,"Clear, vivid, and/or bright","Constant, morphing from one image to the next","As if in a dreamlike state, Lost a sense of time","I stopped after 7 minutes because it felt somewhat odd - not a headache but not entirely pleasant, however I thought I had been watching for only 3-4 minutes",All over the screen,0.999999998,0.050399954,0.046359116,0.050330337,0.011637777,0.034049306,0.028149668,0.013316563,0.026401303,0.012884466,0.011370185,0.031701027,0.011950622,0.014990952,0.014633719,0.011128176,0.012602167,0.013744344,0.012410008,0.004861782,0.014085713,0.012830124,0.011342212,0.011991882,0.01634602,0.009786376,0.014004846,0.010479702,7-Apr
3148,Male,49,4,10min.,Yes,Computer,"Enjoyable, didn't want it to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex objects (e.g., animals, faces, buildings), Complex environments (e.g., cityscapes, forests)","Patterns and shapes were prevalent with color changes.  They would often turn into more recognizable objects related to those shapes, such as trees.  Sometimes faces but those were more vague and less clear.",5-7 minutes,Frequently,"Clear, but not vivid",1-2 seconds,"Became relaxed or sleepy, Lost a sense of time, Lost a sense of space, Mildly euphoric, content - more relaxed than sleepy","Found it to be pleasant, fairly relaxing, and 10m noise reel stopped much sooner than I expected.",All over the screen,0.029149082,0.054892,0.048191962,0.05058217,0.01179536,0.034603655,0.028535115,0.918400822,0.026721465,0.01303374,0.0115163,0.032041174,0.012114034,0.015198361,0.014917575,0.011252574,0.01279478,0.013942975,0.012567067,0.004929474,0.0143479,0.014567686,0.011511601,0.012162322,0.016569642,0.009998843,0.017059421,0.01062986,7-Apr
3196,Female,59,4,Didn't time it,Yes,Tablet,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), The longer I looked at it the colors began to change.  Not as vivid or brilliant colors but as darker hues. Mainly dark green and blue with orange mixed in.",Primarily I saw the lines or geometric patterns but occasionally I would get flashes that kind of reminded me of rock art.,A few seconds,Infrequently,"Weak, faint, or insubstantial",1-2 seconds,"No change, fully alert in the here and now",,All over the screen,0.055775497,0.022713822,0.102120558,0.077476623,0.023105641,0.064162411,0.055769789,0.031499512,0.057270224,0.027578318,0.024757288,0.029984423,0.023699596,8.81E-11,0.039805573,0.020963495,0.026120781,0.02940424,0.027940865,6.58E-13,0.031888088,0.030521232,0.02221756,0.02729795,0.030027709,4.40E-09,0.030040689,0.019738872,7-Apr
3214,Female,51,4,10min.,Yes,Computer,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Very vague image of ocean & sky horizon at sunset","Pulsing, strobing, flickering of patterns. Patterns in went from constant motion, shifting left, right, sometimes semi-spiral like a windshield wiper, would sometimes slow down and almost become a semi solid block though edges were diffuse. Sort of trance inducing, made me slightly sleepy around the 5 min mark. Sometimes felt like it made the screen feel 3-d, like I could put my hand through it to the other side.",5-7 minutes,Infrequently,"Weak, faint, or insubstantial",Persisting several seconds,"Became relaxed or sleepy, As if in a dreamlike state",Felt sleepy,In the center,0.943242441,0.030901651,0.081984804,0.105584636,0.270857911,0.052010352,0.461873282,0.057252674,0.048819168,0.018807016,0.015758811,0.020415019,0.180483282,4.99E-10,0.065760129,0.055417224,0.015003027,0.016735603,0.017275159,4.79E-15,0.064381228,0.016925935,0.050449274,0.016205704,0.018057538,0.018287394,0.04919611,0.044746618,7-Apr
3239,Male,32,4,10min.,Yes,Computer,"Somewhat enjoyable, but easy to stop","Distortions (e.g., screen warping or rotating), Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","rainbows of light passing by, fuzzy black and red grids, coloured blobs",A few seconds,Constantly,"Clear, but not vivid","Brief moment or flash, 1-2 seconds",Became relaxed or sleepy,,All over the screen,0,0.999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7-Apr
3251,Female,21,4,Less than 10min.,Yes,Mobile phone,"Somewhat unpleasant, but didn't mind going on","Distortions (e.g., screen warping or rotating), Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black",Random lines and odd colored shapes,1-2 minutes,Infrequently,"Weak, faint, or insubstantial",1-2 seconds,"Became relaxed or sleepy, As if in a dreamlike state, Lost a sense of time",I was almost zoned out to everything and focused on the video for a few minutes,All over the screen,0.037310314,0.043566485,0.087023329,0.066113623,0.014870054,0.057775313,0.035738518,0.018379121,0.041721714,0.018567952,0.015677393,0.035392843,0.015568275,0.023251052,0.019796551,0.013916749,0.01647023,0.018184487,0.017084347,1.79E-121,0.018848769,0.01763199,0.014733408,0.016451701,0.02134838,0.02167246,0.020272605,0.013536733,7-Apr
